"Código Productor" "Nombre Productor" "Pólizas Auto" "% Ppto Auto" "Cartera Activa Auto" "Pólizas Fianza" "% Ppto Fianza" "Cartera Activa Fianza" "Pólizas Patrimoniales" "% Ppto Patrimoniales" "Cartera Activa Patrimoniales" "Pólizas Personas" "% Ppto Personas" "Cartera Activa Personas" "Pólizas Salud" "% Ppto Salud" "Cartera Activa Salud" "Pólizas General" "% Ppto General" "Cartera Activa General" "Fecha" "cuentas_esp" "centro_atencion"
"24" 45 "Brett Kuhlman" 230 102 28.2398704206571 15.4162970371544 190 88.7831628555432 60.8533819904551 107 102.808287064545 74.1058673709631 188 13.3922291919589 1.90708041191101 39 153.571727639064 118.68837098591 181 48.412694549188 2019-01-24 "Cuenta 1" "Centro 1"
"25" 98 "Arvid Padberg" 285 391 6.40573482960463 35.2158680092543 13 7.49000662472099 87.1859105536714 130 66.3152201799676 186.902726441622 27 171.410821611062 68.465861491859 13 102.857418591157 198.678472125903 198 4.96393493376672 2019-01-25 "Cuenta 5" "Centro 5"
"26" 168 "Coby Douglas-Roberts" 44 134 17.5347306299955 44.4424852728844 104 13.5424256557599 99.7067660791799 178 234.645927557722 127.833780273795 44 191.222288273275 101.433083042502 0 181.236947141588 14.8504465818405 16 76.8518351949751 2019-01-26 "Cuenta 2" "Centro 1"
"27" 111 "Creola Halvorson" 450 516 178.879226837307 126.671881554648 181 12.7667951863259 18.7749045901 93 138.583232578821 101.097067352384 146 55.0362118985504 41.4209780748934 118 63.1873572710901 177.582724904642 120 13.5643127374351 2019-01-27 "Cuenta 1" "Centro 1"
"28" 176 "Gaines Reinger" 124 470 85.528661403805 108.30791676417 164 50.7956465706229 61.0091240145266 153 261.786554474384 126.157859247178 88 79.1885640937835 132.051374390721 199 29.7045037616044 147.951739840209 88 169.731992250308 2019-01-28 "Cuenta 3" "Centro 5"
"29" 60 "Gayle Johnston" 270 484 190.825675986707 60.8931244816631 61 38.1680689286441 45.505849737674 93 287.783841742203 270.075544342399 47 143.359703198075 17.3463287297636 17 42.4626738298684 170.779688423499 80 90.901258494705 2019-01-29 "Cuenta 2" "Centro 1"
"30" 37 "Nora Bechtelar" 31 502 264.850780530833 47.5937040057033 192 4.9516893690452 8.07130916509777 146 75.8079906692728 156.221708655357 106 39.5723477005959 101.571850199252 97 96.9411863945425 174.988812068477 162 170.561564853415 2019-01-30 "Cuenta 1" "Centro 4"
"31" 58 "Audie Dickens" 414 438 110.08547663223 155.299812555313 55 72.7404256118461 10.8570588752627 3 66.7145016370341 309.412350598723 42 102.756612794474 140.487170685083 181 56.4331053290516 61.464786157012 193 80.5057724006474 2019-01-31 "Cuenta 4" "Centro 3"
"32" 167 "Rosie Schumm-Mitchell" 407 419 272.48871603515 167.840295331553 48 55.8344448916614 40.1680025504902 172 177.290978142992 245.181530620903 194 0.573637615889311 109.723016293719 162 105.645194696262 26.8626193050295 190 129.085962381214 2019-02-01 "Cuenta 4" "Centro 3"
"33" 20 "Hardy Nikolaus-Nikolaus" 110 88 23.437299253419 173.854589089751 132 2.9617136111483 3.94319230690598 126 242.492641252466 158.202053979039 56 162.778137996793 103.270653635263 74 188.875218760222 198.173495568335 19 148.015854693949 2019-02-02 "Cuenta 5" "Centro 2"
"34" 26 "Aldona Herman" 145 441 245.364780630916 191.054863296449 48 6.91239072475582 52.7294950792566 93 129.357756790705 195.234442595392 91 112.002874398604 29.7421636991203 70 33.9466986712068 158.949512103572 105 126.336780656129 2019-02-03 "Cuenta 1" "Centro 4"
"35" 195 "Corrine Torphy-Lakin" 194 51 133.313762932085 8.40276777744293 121 84.2917965492234 18.767386674881 81 192.078774282709 24.2682982236147 75 75.0591285526752 28.4312969073653 112 188.879329245538 67.1211739536375 89 61.9722357951105 2019-02-04 "Cuenta 4" "Centro 5"
"36" 110 "Myrtice Farrell" 404 161 63.5737379780039 50.3132050391287 61 58.6185085820034 70.7753842696548 55 224.753501568921 10.7319923117757 8 119.790561171249 165.879515884444 175 25.2468161284924 192.044465057552 100 24.4482643436641 2019-02-05 "Cuenta 2" "Centro 5"
"37" 135 "Brandy Herzog" 481 246 125.201126164757 122.725596325472 1 3.06612537242472 76.4238726813346 111 289.596671168692 372.101253457367 194 47.8539320640266 60.8144534286112 158 169.739633984864 152.498024562374 117 161.183581128716 2019-02-06 "Cuenta 5" "Centro 1"
"38" 122 "Champ Welch" 8 419 25.7145417155698 126.563385175541 161 95.2288058120757 63.7989306123927 147 142.15790417511 161.898526828736 82 123.536191787571 178.761896584183 85 188.559534912929 181.249264162034 136 94.5575530640781 2019-02-07 "Cuenta 2" "Centro 3"
"39" 49 "Johanna McCullough" 247 357 63.9235242269933 83.6720413062721 57 56.1348599847406 93.2706084800884 92 271.340120863169 122.95181658119 115 59.6646524500102 133.974766870961 105 9.25487643107772 22.9151573963463 67 107.899290788919 2019-02-08 "Cuenta 5" "Centro 3"
"40" 38 "Mr. Edsel D'Amore" 250 522 229.341930197552 8.38549211621284 96 24.9464271357283 97.5283908192068 37 21.2329319212586 96.7525991611183 5 83.7727442849427 118.593909265473 152 103.224978875369 85.5435889214277 85 93.4049615636468 2019-02-09 "Cuenta 5" "Centro 2"
"41" 31 "Martika Kohler" 95 521 11.5915982751176 86.6582564078271 51 62.0475875679404 21.9589231768623 140 118.835718207993 382.945550326258 172 73.0255412403494 31.5279173664749 63 103.571088192984 38.6765161529183 129 155.521875619888 2019-02-10 "Cuenta 1" "Centro 2"
"42" 111 "Nasir Smith V" 434 276 257.127153128386 160.797079000622 7 4.83835507184267 1.83661265764385 146 4.86958399415016 347.756356280297 72 14.9476001039147 110.038484353572 38 150.924519170076 151.64697766304 151 89.0537688042969 2019-02-11 "Cuenta 2" "Centro 1"
"43" 125 "Elenore McKenzie" 137 454 252.097340882756 19.3233107682317 95 51.1130757862702 66.9330629287288 200 27.9331177705899 192.605877481401 58 170.878391852602 158.065031096339 23 23.0597590561956 169.087454117835 49 24.5209318120033 2019-02-12 "Cuenta 5" "Centro 3"
"44" 76 "Christ Gulgowski" 262 197 93.8277937704697 160.642829770222 104 4.76230790372938 63.1338905543089 71 265.963589237072 327.218851260841 195 156.786210509017 175.636104959995 99 105.362466955557 65.8521101344377 105 45.3268008772284 2019-02-13 "Cuenta 5" "Centro 2"
"45" 117 "Marissa Schamberger" 162 379 252.094400092028 118.83754641749 122 41.5648232446983 96.8904996057972 149 168.591180676594 143.237899430096 182 144.222279218957 16.2444806657732 200 164.344687480479 170.155489724129 161 76.3087718747556 2019-02-14 "Cuenta 2" "Centro 4"
"46" 45 "Terri Daniel-O'Conner" 68 404 122.070482536219 181.224887771532 156 18.6449026223272 20.6049738684669 192 217.549189855345 234.039366617799 25 143.261350877583 3.60515285283327 115 77.8475742787123 31.0478401370347 156 72.753934469074 2019-02-15 "Cuenta 1" "Centro 3"
"47" 134 "Mrs. Jalisa Hammes MD" 225 582 93.4245930053294 34.4415157102048 73 83.3351965760812 63.0750462645665 7 87.0205087121576 227.056865394115 177 51.2991971801966 133.992465725169 178 134.753708774224 164.09952705726 148 45.6009367480874 2019-02-16 "Cuenta 3" "Centro 2"
"48" 112 "Mame Abbott" 62 88 117.987849796191 142.922187456861 95 95.828136545606 89.5374224288389 5 169.953271653503 41.9031141325831 45 136.786157777533 186.800083005801 117 189.991303812712 141.446468327194 77 24.6080806944519 2019-02-17 "Cuenta 4" "Centro 2"
"49" 149 "Jaylynn Rempel" 257 13 52.929180697538 4.08639521338046 43 87.4749111244455 97.8409970644861 177 183.87873431202 62.2352908365428 95 105.914554791525 199.721606448293 50 54.1649268008769 130.65017326735 75 198.274891078472 2019-02-18 "Cuenta 4" "Centro 1"
"50" 62 "Rae Lindgren" 127 313 205.804289435036 87.1290030889213 174 49.8120627366006 13.8254109071568 137 76.4702660031617 32.9973223619163 17 53.0080792028457 23.6355741973966 17 124.991944944486 37.6368728931993 162 94.4159966427833 2019-02-19 "Cuenta 2" "Centro 5"
"51" 52 "Mrs. Cassie Sporer" 325 185 233.993679564446 137.265851115808 26 93.7691400758922 69.5911918999627 27 79.0799635229632 263.707232475281 114 171.02821841836 126.115475641564 28 49.6401435229927 35.1511545013636 14 153.896068735048 2019-02-20 "Cuenta 4" "Centro 3"
"52" 74 "Zed Block PhD" 353 415 292.441401723772 151.993851270527 166 13.9855632558465 19.5778230205178 74 180.456862156279 186.723796930164 122 23.5342683736235 21.0793405305594 136 105.376313766465 47.9682920966297 108 159.253254998475 2019-02-21 "Cuenta 4" "Centro 4"
"53" 3 "Miss Crissy Will" 379 552 130.527614825405 81.5565681550652 80 67.3385656904429 28.9592886576429 106 115.459866682068 98.5522284172475 144 116.774906590581 78.8359958212823 199 121.995629090816 136.140457121655 69 0.192737532779574 2019-02-22 "Cuenta 4" "Centro 4"
"54" 188 "Lennie Ledner I" 39 119 87.6635637832806 129.630762711167 110 58.6876240791753 8.80440035834908 113 177.227647486143 302.853564731777 3 164.582679606974 82.5353858061135 55 2.529192622751 185.828958731145 154 106.755366688594 2019-02-23 "Cuenta 5" "Centro 1"
"55" 103 "Dr. Ned Schmeler Sr." 460 585 281.777673074976 16.8678774498403 24 60.4759177425876 29.7200734028593 34 264.171272073872 185.634455084801 110 92.7832954097539 112.271228758618 21 0.854108575731516 137.207330437377 56 94.1495740786195 2019-02-24 "Cuenta 1" "Centro 4"
"56" 16 "Mariah Stokes" 110 79 295.483367959969 111.742265569046 6 67.237749020569 2.30888561345637 73 11.2802237039432 60.4539012536407 187 112.884969683364 34.2678048182279 97 1.71671267598867 181.644252641127 125 77.036442887038 2019-02-25 "Cuenta 3" "Centro 5"
"57" 32 "Lulie Abshire" 266 202 226.030593900941 103.224342409521 43 40.360650466755 48.0270283296704 35 52.1318637533113 76.5959933400154 54 106.170227983966 158.149151178077 101 77.8658162336797 123.027977859601 158 94.42083761096 2019-02-26 "Cuenta 5" "Centro 3"
"58" 90 "Furman Jones" 413 507 77.3144314996898 54.4605212751776 131 26.7056017182767 94.6657384280115 15 40.4801204334944 316.538858041167 15 60.4754521045834 133.866954501718 141 90.9188342746347 99.7361292131245 188 18.8162132631987 2019-02-27 "Cuenta 5" "Centro 2"
"59" 97 "Dr. Fredy Kirlin PhD" 230 330 118.175838910975 100.746204936877 177 16.768984333612 88.7185285566375 97 155.673429812305 197.919343691319 9 96.0587169975042 169.855838501826 30 112.44922070764 175.728086568415 126 166.572634875774 2019-02-28 "Cuenta 3" "Centro 5"
"60" 72 "Abe Konopelski-Grant" 477 124 254.678267450072 120.459341071546 96 31.0346532147378 1.21938898228109 117 137.656832579523 49.495003093034 80 181.221260363236 146.563343144953 93 93.8069991301745 168.389096623287 19 14.2950388137251 2019-03-01 "Cuenta 4" "Centro 1"
"61" 90 "Christene Boehm" 238 223 118.459136621095 1.72681258991361 80 19.9202904012054 4.90074893459678 135 64.6060912404209 193.068317230791 170 185.318496823311 181.966347480193 141 136.471557291225 145.329253701493 98 68.8428422436118 2019-03-02 "Cuenta 5" "Centro 3"
"62" 81 "Hjalmar Reichert" 368 273 294.901453633793 165.925470087677 144 28.6143478006124 51.7823639791459 197 32.7750534983352 327.798363566399 87 83.4749178960919 151.846175827086 159 118.551099812612 149.084456218407 142 100.387517688796 2019-03-03 "Cuenta 3" "Centro 3"
"63" 189 "Devan Huels" 129 527 205.324938381091 78.0100795440376 199 34.5962420571595 89.4629021640867 160 62.9041647305712 81.5570723265409 43 77.0554725080729 49.7065608855337 111 39.5744355395436 189.777569426224 108 182.966292556375 2019-03-04 "Cuenta 2" "Centro 1"
"64" 104 "Odessa Rogahn-Altenwerth" 326 596 135.935738193803 62.0856130961329 192 89.548913971521 18.8437128439546 173 66.29404630512 270.064785797149 103 147.58273428306 83.6777503602207 16 128.570413496345 17.0828826725483 139 40.8617667388171 2019-03-05 "Cuenta 2" "Centro 4"
"65" 25 "Ms. Kelsey Nikolaus" 253 545 227.788597019389 126.192412013188 180 56.0811862815171 1.93827147595584 81 131.76957629621 340.620541293174 2 195.913482550532 49.7782139573246 76 122.090000472963 62.1712808962911 14 11.0502097290009 2019-03-06 "Cuenta 2" "Centro 1"
"66" 0 "Miss Jana Wisozk PhD" 343 98 187.5967833912 187.701836135238 193 72.228590818122 59.1344140237197 150 217.695835581981 181.042024493217 157 54.6012236271054 98.8011077512056 23 3.60580715350807 164.331591874361 53 100.049098022282 2019-03-07 "Cuenta 4" "Centro 3"
"67" 124 "Candace Yost" 143 203 24.7426467714831 91.1593093071133 33 97.2002809634432 19.5637474767864 65 196.04417772498 184.952965006232 117 54.7656138893217 185.632481472567 80 170.929291471839 187.605757964775 144 181.389359245077 2019-03-08 "Cuenta 3" "Centro 5"
"68" 73 "David Brown" 204 502 18.769487994723 177.149605564773 31 61.2629116978496 69.5056211668998 182 179.112289147452 29.5930348336697 20 20.8759461529553 174.21490335837 109 186.718691326678 39.6638113539666 124 94.3013780284673 2019-03-09 "Cuenta 1" "Centro 4"
"69" 107 "Odalis Oberbrunner" 125 95 74.7184124775231 160.666121728718 15 3.84922130033374 49.4044437771663 84 245.392506849021 70.4075867310166 175 42.6241628360003 87.3944001737982 61 140.30142147094 144.139359751716 59 141.414564428851 2019-03-10 "Cuenta 5" "Centro 2"
"70" 193 "Randal Abshire" 157 65 262.323510367423 136.885881051421 78 92.6887240028009 65.5353656038642 119 13.1342355161905 355.360114295036 175 30.0280884839594 49.3086651433259 147 192.862625978887 196.648457599804 197 17.2649282030761 2019-03-11 "Cuenta 1" "Centro 1"
"71" 133 "Kari Klocko" 447 233 75.8100269827992 55.7769711129367 7 51.146593503654 96.6306698974222 186 151.159549620934 318.349801376462 156 50.2052309457213 87.2967862058431 86 98.2880990486592 85.1419355720282 39 11.5614199079573 2019-03-12 "Cuenta 3" "Centro 5"
"72" 161 "Mrs. Orrie Skiles" 46 466 14.5682319765911 175.163092790172 125 93.0180489318445 66.9364829082042 126 164.565221127123 295.539586339146 106 192.392723681405 134.611272998154 160 146.564257470891 86.6377302911133 195 73.9481892436743 2019-03-13 "Cuenta 4" "Centro 1"
"73" 66 "Sharday Hackett MD" 164 104 10.3612410603091 124.374281568453 16 65.0379770668224 0.673465011641383 21 274.169073184021 154.243277385831 97 56.8816164042801 82.8986081294715 12 92.9975690320134 186.937007587403 16 139.173166826367 2019-03-14 "Cuenta 1" "Centro 4"
"74" 12 "Dr. Cynthia Howe PhD" 302 538 245.245286682621 101.135167945176 117 45.6023279810324 34.6133682411164 124 168.426003470086 95.7020715810359 32 50.4073204938322 140.535507583991 86 1.50026381015778 138.304367521778 130 0.310224061831832 2019-03-15 "Cuenta 3" "Centro 4"
"75" 47 "Hollie Senger-Lockman" 160 228 227.462132438086 114.292323123664 130 56.1669566202909 43.6225636629388 125 242.395788989961 167.598155327141 182 120.528235752136 50.1055973116308 163 142.432809947059 41.78491900675 44 127.474582241848 2019-03-16 "Cuenta 3" "Centro 4"
"76" 127 "Jedidiah Reinger-Klein" 59 500 50.2703531412408 143.5340101365 139 14.2315335571766 19.0962617984042 107 293.040578789078 8.42945212498307 148 109.974768199027 183.928222814575 162 125.219830777496 184.442905709147 180 128.072882024571 2019-03-17 "Cuenta 3" "Centro 1"
"77" 30 "Lorrayne VonRueden" 283 102 99.0434517385438 134.299598354846 67 17.9369964171201 16.7585466289893 128 64.1500728204846 171.783347148448 98 9.58481654524803 137.60649394244 166 136.588893737644 114.632577868178 187 157.58622190915 2019-03-18 "Cuenta 2" "Centro 5"
"78" 193 "Dr. Chandra Gottlieb DDS" 358 435 239.051758730784 192.141059366986 85 66.5823749732226 51.0581292212009 191 287.219013296999 235.609128139913 114 92.6552623510361 171.744280820712 111 63.4064662270248 6.46806671284139 54 67.3033008351922 2019-03-19 "Cuenta 2" "Centro 1"
"79" 13 "Wyman Halvorson" 95 333 151.835499331355 3.16562443040311 17 5.42481844313443 5.69219803437591 88 170.307315839455 392.170114442706 122 90.6959705520421 15.8498156350106 107 101.586692314595 82.4926592409611 166 0.565457483753562 2019-03-20 "Cuenta 3" "Centro 1"
"80" 163 "Refugio Green" 309 559 162.636159639806 31.64874590002 16 2.94972688425332 26.0835009627044 110 90.1627324987203 355.357165168971 11 109.085826063529 112.867136159912 62 130.566488299519 151.376594649628 22 114.382091816515 2019-03-21 "Cuenta 2" "Centro 5"
"81" 195 "Holmes Monahan" 294 524 26.9746928242967 155.282633425668 191 80.5628528119996 14.0554870478809 65 45.5236112466082 338.929825183004 108 165.209858352318 73.866541357711 184 166.593204066157 152.586575504392 183 65.9659819211811 2019-03-22 "Cuenta 3" "Centro 4"
"82" 40 "Docia Kirlin" 24 335 55.0136481178924 113.035789364949 139 20.2366127865389 81.2819441081956 194 158.343427022919 57.1355388499796 87 115.44576222077 197.585265478119 23 13.9319187961519 19.0408087335527 8 178.162856772542 2019-03-23 "Cuenta 2" "Centro 3"
"83" 91 "Lawton Armstrong" 104 270 47.14758368209 88.4619483724236 37 83.641319302842 51.7414284637198 49 72.9194941464812 54.1095019318163 162 101.069087907672 119.079634873196 19 105.254322290421 85.4600029066205 185 17.4344328697771 2019-03-24 "Cuenta 3" "Centro 4"
"84" 175 "Miss Ilah Kautzer MD" 134 555 57.6285004382953 33.0865808296949 76 60.6691087828949 92.4564333399758 168 108.526497404091 20.121506229043 194 127.172898408026 26.8014139030129 92 166.281716991216 55.0917205400765 120 9.10945166833699 2019-03-25 "Cuenta 3" "Centro 1"
"85" 59 "Towanda Ullrich" 69 316 281.801912211813 92.0389852486551 121 52.9792413348332 87.714680377394 6 187.914640735835 184.626090154052 4 69.8062997777015 105.455777235329 55 192.43266666308 9.06366808339953 135 179.016557522118 2019-03-26 "Cuenta 3" "Centro 5"
"86" 133 "Jettie Kemmer-Champlin" 32 538 67.3841707874089 63.4772542398423 2 2.14896318502724 64.5060606068 26 205.826571327634 186.946394573897 3 56.4953899476677 158.113262057304 91 162.035406893119 177.028995705768 49 184.663973236457 2019-03-27 "Cuenta 5" "Centro 3"
"87" 23 "Mr. Sylvanus Bayer" 238 217 128.125921497121 160.980010312051 147 84.9865473341197 3.72731715906411 47 270.466940850019 179.749147873372 61 47.4203783087432 171.729834284633 131 50.3825566265732 145.523322094232 123 184.984085243195 2019-03-28 "Cuenta 1" "Centro 3"
"88" 98 "Dabney Conn" 9 153 270.225029624999 185.622939327732 161 86.4964963402599 21.2002830347046 84 104.105299687944 180.292710103095 111 157.994490489364 90.2927701827139 46 108.192299678922 131.435209140182 190 137.741064000875 2019-03-29 "Cuenta 3" "Centro 2"
"89" 84 "Madeleine Kiehn" 484 193 274.329668004066 99.3322386406362 162 41.2960147252306 6.49092793464661 136 99.5305627584457 64.0005950815976 7 89.1555765178055 195.175377000123 107 72.1313212998211 65.2009113226086 154 14.6908388938755 2019-03-30 "Cuenta 1" "Centro 3"
"90" 138 "Wardell Ritchie" 306 309 227.600524015725 31.3469032291323 18 67.8702062228695 32.1996750077233 166 211.980116763152 37.5671674497426 8 176.596800144762 172.298006573692 79 98.6205718945712 111.591573944315 36 43.4020693413913 2019-03-31 "Cuenta 1" "Centro 5"
"91" 36 "Mr. Lance Schowalter" 159 557 151.462930510752 129.494899325073 155 68.5647391714156 47.0222370000556 196 256.461350619793 121.539556700736 181 63.0941254086792 88.6847954709083 38 35.4176002088934 37.6301911659539 48 122.910459525883 2019-04-01 "Cuenta 2" "Centro 4"
"92" 63 "Paityn Walsh PhD" 340 38 86.459694430232 88.9560685027391 13 45.4865109641105 41.48355263751 83 243.676090962254 395.723426248878 36 159.744831454009 137.503501912579 84 143.802502984181 27.0995710976422 82 83.6957944091409 2019-04-02 "Cuenta 3" "Centro 3"
"93" 47 "Dr. Stephon Moen" 113 73 224.926400394179 188.228659005836 133 16.7022601002827 94.8515285272151 36 257.608962384984 358.184740226716 44 176.71070494689 196.811770508066 158 164.194347104058 163.12130135484 118 11.2250273581594 2019-04-03 "Cuenta 3" "Centro 1"
"94" 144 "Mr. Amir Schulist DVM" 359 61 11.0753907356411 25.2971597481519 131 77.2093134466559 52.1350354421884 174 61.1472570570186 4.08756211400032 125 132.54436571151 5.25485924445093 92 144.417693652213 166.827800031751 6 62.8820962272584 2019-04-04 "Cuenta 4" "Centro 1"
"95" 128 "Brandan Veum" 457 59 29.7368850326166 83.5551580879837 144 96.1130381794646 53.1104046152905 2 102.906143339351 40.4713458381593 130 158.827486308292 110.18738495186 187 54.5819111634046 97.9970623273402 200 97.5706527009606 2019-04-05 "Cuenta 5" "Centro 3"
"96" 185 "Shemar Blick" 293 159 131.142620556056 189.300130819902 182 40.0608612690121 95.0660499744117 17 256.619834946468 101.042534783483 108 40.7583177555352 173.109190771356 51 176.737022586167 12.9983294289559 26 162.086145114154 2019-04-06 "Cuenta 3" "Centro 3"
